iteration,cost
9980,92386262.97901617
9981,92386232.10380666
9982,92386201.24968694
9983,92386170.41664277
9984,92386139.60465969
9985,92386108.81372337
9986,92386078.04381946
9987,92386047.2949334
9988,92386016.56705102
9989,92385985.8601579
9990,92385955.17423975
9991,92385924.50928223
9992,92385893.86527096
9993,92385863.24219167
9994,92385832.64003007
9995,92385802.05877191
9996,92385771.49840282
9997,92385740.95890854
9998,92385710.44027495
9999,92385679.94248769
10000,92385649.46553253
10001,92385619.0093952
10002,92385588.57406157
10003,92385558.15951733
10004,92385527.76574838
10005,92385497.39274046
10006,92385467.04047944
10007,92385436.70895109
10008,92385406.39814128
10009,92385376.10803588
10010,92385345.83862072
10011,92385315.58988164
10012,92385285.36180457
10013,92385255.15437542
10014,92385224.96757992
10015,92385194.80140421
10016,92385164.65583403
10017,92385134.53085537
10018,92385104.42645423
10019,92385074.3426164
10020,92385044.27932793
10021,92385014.2365748
10022,92384984.214343
10023,92384954.21261835
10024,92384924.23138702
10025,92384894.27063495
10026,92384864.33034815
10027,92384834.41051263
10028,92384804.51111445
10029,92384774.63213962
10030,92384744.7735742
10031,92384714.93540429
10032,92384685.11761585
10033,92384655.32019514
10034,92384625.54312801
10035,92384595.78640081
10036,92384566.04999943
10037,92384536.33391006
10038,92384506.63811888
10039,92384476.96261199
10040,92384447.30737558
10041,92384417.67239568
10042,92384388.05765852
10043,92384358.46315026
10044,92384328.88885713
10045,92384299.33476533
10046,92384269.800861
10047,92384240.28713042
10048,92384210.79355974
10049,92384181.32013512
10050,92384151.86684306
10051,92384122.43366954
10052,92384093.02060087
10053,92384063.62762344
10054,92384034.2547235
10055,92384004.90188716
10056,92383975.56910095
10057,92383946.256351
10058,92383916.96362373
10059,92383887.69090548
10060,92383858.4381824
10061,92383829.20544109
10062,92383799.9926676
10063,92383770.79984863
10064,92383741.6269703
10065,92383712.47401905
10066,92383683.34098138
10067,92383654.2278435
10068,92383625.13459197
10069,92383596.06121318
10070,92383567.00769342
10071,92383537.97401929
10072,92383508.96017717
10073,92383479.96615359
10074,92383450.99193482
10075,92383422.03750747
10076,92383393.10285804
10077,92383364.18797301
10078,92383335.29283883
10079,92383306.41744196
10080,92383277.56176905
10081,92383248.72580653
10082,92383219.90954101
10083,92383191.11295901
10084,92383162.33604702
10085,92383133.5787917
10086,92383104.84117955
10087,92383076.1231973
10088,92383047.42483127
10089,92383018.7460683
10090,92382990.08689488
10091,92382961.44729772
10092,92382932.82726331
10093,92382904.22677843
10094,92382875.64582962
10095,92382847.0844036
10096,92382818.54248701
10097,92382790.02006653
10098,92382761.51712883
10099,92382733.03366065
10100,92382704.56964864
10101,92382676.1250795
10102,92382647.69993998
10103,92382619.29421686
10104,92382590.9078967
10105,92382562.54096648
10106,92382534.1934129
10107,92382505.8652225
10108,92382477.55638225
10109,92382449.26687892
10110,92382420.99669927
10111,92382392.74583024
10112,92382364.51425838
10113,92382336.30197069
10114,92382308.10895392
10115,92382279.935195
10116,92382251.78068066
10117,92382223.64539783
10118,92382195.52933325
10119,92382167.43247406
10120,92382139.3548069
10121,92382111.29631865
10122,92382083.25699642
10123,92382055.23682691
10124,92382027.23579718
10125,92381999.25389405
10126,92381971.2911045
10127,92381943.34741548
10128,92381915.422814
10129,92381887.5172869
10130,92381859.63082121
10131,92381831.7634039
10132,92381803.91502203
10133,92381776.08566248
10134,92381748.27531232
10135,92381720.48395859
10136,92381692.71158822
10137,92381664.95818843
10138,92381637.223746
10139,92381609.50824817
10140,92381581.811682
10141,92381554.13403447
10142,92381526.47529262
10143,92381498.83544366
10144,92381471.2144747
10145,92381443.61237271
10146,92381416.02912483
10147,92381388.46471834
10148,92381360.91914016
10149,92381333.39237757
10150,92381305.88441767
10151,92381278.39524752
10152,92381250.92485452
10153,92381223.4732256
10154,92381196.04034805
10155,92381168.62620912
10156,92381141.23079593
10157,92381113.85409568
10158,92381086.49609566
10159,92381059.15678298
10160,92381031.83614504
10161,92381004.53416893
10162,92380977.25084196
10163,92380949.98615143
10164,92380922.74008454
10165,92380895.51262864
10166,92380868.30377096
10167,92380841.11349879
10168,92380813.94179952
10169,92380786.78866035
10170,92380759.65406868
10171,92380732.53801183
10172,92380705.44047706
10173,92380678.36145188
10174,92380651.30092354
10175,92380624.25887944
10176,92380597.23530687
10177,92380570.23019329
10178,92380543.24352607
10179,92380516.27529259
10180,92380489.32548034
10181,92380462.39407669
10182,92380435.48106898
10183,92380408.58644484
10184,92380381.7101915
10185,92380354.8522965
10186,92380328.01274738
10187,92380301.19153145
10188,92380274.38863635
10189,92380247.60404947
10190,92380220.83775821
10191,92380194.08975033
10192,92380167.36001314
10193,92380140.6485342
10194,92380113.95530108
10195,92380087.28030121
10196,92380060.62352231
10197,92380033.9849518
10198,92380007.36457731
10199,92379980.76238635
10200,92379954.17836657
10201,92379927.6125055
10202,92379901.06479076
10203,92379874.53520992
10204,92379848.02375066
10205,92379821.53040054
10206,92379795.05514723
10207,92379768.59797834
10208,92379742.15888156
10209,92379715.73784451
10210,92379689.33485484
10211,92379662.94990024
10212,92379636.58296847
10213,92379610.23404704
10214,92379583.90312381
10215,92379557.59018637
10216,92379531.2952226
10217,92379505.01822
10218,92379478.7591665
10219,92379452.51804973
10220,92379426.29485741
10221,92379400.08957735
10222,92379373.90219736
10223,92379347.73270519
10224,92379321.58108857
10225,92379295.4473353
10226,92379269.33143325
10227,92379243.23337016
10228,92379217.15313378
10229,92379191.09071212
10230,92379165.04609287
10231,92379139.01926382
10232,92379113.01021296
10233,92379087.01892811
10234,92379061.0453971
10235,92379035.0896078
10236,92379009.15154812
10237,92378983.2312059
10238,92378957.32856902
10239,92378931.44362558
10240,92378905.57636327
10241,92378879.72677012
10242,92378853.89483404
10243,92378828.08054289
10244,92378802.28388476
10245,92378776.50484756
10246,92378750.74341919
10247,92378724.99958764
10248,92378699.27334094
10249,92378673.56466709
10250,92378647.87355398
10251,92378622.19998969
10252,92378596.54396227
10253,92378570.90545967
10254,92378545.28446996
10255,92378519.68098114
10256,92378494.09498133
10257,92378468.52645846
10258,92378442.97540072
10259,92378417.44179606
10260,92378391.92563266
10261,92378366.4268986
10262,92378340.94558191
10263,92378315.48167078
10264,92378290.03515323
10265,92378264.60601744
10266,92378239.1942514
10267,92378213.79984355
10268,92378188.42278169
10269,92378163.06305414
10270,92378137.72064915
10271,92378112.39555466
10272,92378087.08775903
10273,92378061.79725033
10274,92378036.52401681
10275,92378011.26804674
10276,92377986.0293282
10277,92377960.80784944
10278,92377935.6035987
10279,92377910.41656424
10280,92377885.2467342
10281,92377860.094097
10282,92377834.95864075
10283,92377809.84035374
10284,92377784.73922436
10285,92377759.65524063
10286,92377734.58839111
10287,92377709.53866398
10288,92377684.50604753
10289,92377659.49053009
10290,92377634.4921
10291,92377609.51074554
10292,92377584.54645513
10293,92377559.59921704
10294,92377534.66901967
10295,92377509.75585133
10296,92377484.85970037
10297,92377459.98055528
10298,92377435.11840436
10299,92377410.27323593
10300,92377385.44503854
10301,92377360.63380055
10302,92377335.8395103
10303,92377311.0621563
10304,92377286.30172695
10305,92377261.55821073
10306,92377236.83159597
10307,92377212.12187123
10308,92377187.429025
10309,92377162.75304565
10310,92377138.09392169
10311,92377113.45164166
10312,92377088.826194
10313,92377064.21756725
10314,92377039.62574992
10315,92377015.05073042
10316,92376990.49249741
10317,92376965.95103939
10318,92376941.42634486
10319,92376916.91840243
10320,92376892.4272006
10321,92376867.95272796
10322,92376843.49497315
10323,92376819.05392464
10324,92376794.629571
10325,92376770.22190097
10326,92376745.83090302
10327,92376721.45656584
10328,92376697.09887806
10329,92376672.7578282
10330,92376648.43340501
10331,92376624.12559703
10332,92376599.834393
10333,92376575.55978157
10334,92376551.30175133
10335,92376527.06029108
10336,92376502.83538933
10337,92376478.62703498
10338,92376454.43521658
10339,92376430.25992286
10340,92376406.10114254
10341,92376381.95886436
10342,92376357.83307704
10343,92376333.72376925
10344,92376309.63092981
10345,92376285.55454746
10346,92376261.49461098
10347,92376237.45110905
10348,92376213.4240305
10349,92376189.41336414
10350,92376165.41909878
10351,92376141.4412231
10352,92376117.479726
10353,92376093.53459628
10354,92376069.60582274
10355,92376045.69339418
10356,92376021.79729944
10357,92375997.91752742
10358,92375974.05406694
10359,92375950.20690691
10360,92375926.37603608
10361,92375902.56144342
10362,92375878.76311782
10363,92375854.98104805
10364,92375831.21522307
10365,92375807.46563183
10366,92375783.73226328
10367,92375760.01510619
10368,92375736.31414957
10369,92375712.62938234
10370,92375688.96079344
10371,92375665.3083719
10372,92375641.67210656
10373,92375618.05198638
10374,92375594.44800046
10375,92375570.86013761
10376,92375547.28838702
10377,92375523.73273747
10378,92375500.19317819
10379,92375476.66969796
10380,92375453.16228591
10381,92375429.67093107
10382,92375406.19562241
10383,92375382.73634905
10384,92375359.29310001
10385,92375335.86586432
10386,92375312.4546311
10387,92375289.05938932
10388,92375265.68012819
10389,92375242.31683657
10390,92375218.96950383
10391,92375195.63811891
10392,92375172.32267097
10393,92375149.023149
10394,92375125.73954229
10395,92375102.47183985
10396,92375079.22003098
10397,92375055.98410459
10398,92375032.76405
10399,92375009.55985634
10400,92374986.37151273
10401,92374963.19900836
10402,92374940.04233246
10403,92374916.90147404
10404,92374893.7764225
10405,92374870.66716708
10406,92374847.57369679
10407,92374824.49600096
10408,92374801.43406883
10409,92374778.38788952
10410,92374755.3574524
10411,92374732.34274666
10412,92374709.34376153
10413,92374686.36048639
10414,92374663.39291039
10415,92374640.44102274
10416,92374617.50481287
10417,92374594.58427009
10418,92374571.67938355
10419,92374548.7901427
10420,92374525.9165367
10421,92374503.05855508
10422,92374480.216187
10423,92374457.38942182
10424,92374434.57824898
10425,92374411.78265765
10426,92374389.00263731
10427,92374366.23817736
10428,92374343.4892671
10429,92374320.75589591
10430,92374298.03805315
10431,92374275.33572829
10432,92374252.64891066
10433,92374229.97758974
10434,92374207.3217549
10435,92374184.68139555
10436,92374162.05650118
10437,92374139.44706112
10438,92374116.85306494
10439,92374094.274502
10440,92374071.71136175
10441,92374049.16363372
10442,92374026.63130733
10443,92374004.11437207
10444,92373981.6128175
10445,92373959.12663306
10446,92373936.65580827
10447,92373914.20033245
10448,92373891.7601954
10449,92373869.33538646
10450,92373846.9258953
10451,92373824.5317113
10452,92373802.1528241
10453,92373779.78922325
10454,92373757.44089828
10455,92373735.10783887
10456,92373712.79003435
10457,92373690.48747447
10458,92373668.2001488
10459,92373645.9280469
10460,92373623.67115848
10461,92373601.42947294
10462,92373579.20298007
10463,92373556.9916694
10464,92373534.79553066
10465,92373512.61455333
10466,92373490.4487272
10467,92373468.29804194
10468,92373446.162487
10469,92373424.04205222
10470,92373401.93672736
10471,92373379.84650181
10472,92373357.77136548
10473,92373335.71130794
10474,92373313.66631906
10475,92373291.63638833
10476,92373269.62150565
10477,92373247.62166062
10478,92373225.63684304
10479,92373203.66704261
10480,92373181.71224904
10481,92373159.77245213
10482,92373137.84764163
10483,92373115.93780732
10484,92373094.04293895
10485,92373072.16302623
10486,92373050.29805905
10487,92373028.4480272
10488,92373006.61292034
10489,92372984.79272841
10490,92372962.98744127
10491,92372941.19704853
10492,92372919.42154028
10493,92372897.66090615
10494,92372875.915136
10495,92372854.18421972
10496,92372832.4681472
10497,92372810.76690826
10498,92372789.08049276
10499,92372767.40889058
10500,92372745.75209162
10501,92372724.1100857
10502,92372702.4828629
10503,92372680.87041287
10504,92372659.27272567
10505,92372637.68979125
10506,92372616.12159939
10507,92372594.56814012
10508,92372573.02940339
10509,92372551.50537913
10510,92372529.99605726
10511,92372508.50142772
10512,92372487.02148053
10513,92372465.55620566
10514,92372444.10559297
10515,92372422.66963257
10516,92372401.24831448
10517,92372379.84162857
10518,92372358.44956493
10519,92372337.07211357
10520,92372315.70926444
10521,92372294.36100768
10522,92372273.02733324
10523,92372251.70823115
10524,92372230.40369155
10525,92372209.11370435
10526,92372187.83825976
10527,92372166.57734771
10528,92372145.33095841
10529,92372124.09908177
10530,92372102.8817081
10531,92372081.67882727
10532,92372060.49042949
10533,92372039.31650488
10534,92372018.15704355
10535,92371997.01203556
10536,92371975.88147116
10537,92371954.76534025
10538,92371933.66363321
10539,92371912.57634011
10540,92371891.50345108
10541,92371870.44495629
10542,92371849.40084592
10543,92371828.37111016
10544,92371807.35573918
10545,92371786.35472308
10546,92371765.36805218
10547,92371744.39571661
10548,92371723.43770656
10549,92371702.49401239
10550,92371681.56462413
10551,92371660.64953215
10552,92371639.74872664
10553,92371618.86219783
10554,92371597.98993585
10555,92371577.13193119
10556,92371556.288174
10557,92371535.45865443
10558,92371514.64336303
10559,92371493.8422898
10560,92371473.05542511
10561,92371452.28275935
10562,92371431.5242828
10563,92371410.77998568
10564,92371390.04985839
10565,92371369.33389123
10566,92371348.63207442
10567,92371327.94439846
10568,92371307.27085367
10569,92371286.61143026
10570,92371265.96611863
10571,92371245.33490928
10572,92371224.71779245
10573,92371204.11475852
10574,92371183.52579783
10575,92371162.95090094
10576,92371142.39005809
10577,92371121.84325969
10578,92371101.3104962
10579,92371080.79175803
10580,92371060.28703558
10581,92371039.79631925
10582,92371019.31959952
10583,92370998.85686675
10584,92370978.4081116
10585,92370957.97332425
10586,92370937.55249532
10587,92370917.1456152
10588,92370896.75267443
10589,92370876.37366341
10590,92370856.0085727
10591,92370835.65739276
10592,92370815.32011406
10593,92370794.99672717
10594,92370774.68722253
10595,92370754.3915907
10596,92370734.10982223
10597,92370713.8419076
10598,92370693.58783732
10599,92370673.347602
10600,92370653.12119216
10601,92370632.90859836
10602,92370612.7098112
10603,92370592.52482115
10604,92370572.35361886
10605,92370552.19619492
10606,92370532.05253991
10607,92370511.92264442
10608,92370491.80649902
10609,92370471.70409441
10610,92370451.61542106
10611,92370431.54046968
10612,92370411.47923091
10613,92370391.43169528
10614,92370371.39785355
10615,92370351.3776964
10616,92370331.37121433
10617,92370311.37839809
10618,92370291.39923842
10619,92370271.4337257
10620,92370251.48185098
10621,92370231.5436047
10622,92370211.61897764
10623,92370191.70796052
10624,92370171.81054392
10625,92370151.92671874
10626,92370132.05647552
10627,92370112.19980508
10628,92370092.35669805
10629,92370072.52714537
10630,92370052.71113761
10631,92370032.90866551
10632,92370013.11971988
10633,92369993.3442915
10634,92369973.5823711
10635,92369953.83394949
10636,92369934.09901738
10637,92369914.37756568
10638,92369894.66958497
10639,92369874.97506626
10640,92369855.29400024
10641,92369835.62637776
10642,92369815.97218968
10643,92369796.33142665
10644,92369776.70407973
10645,92369757.09013967
10646,92369737.48959723
10647,92369717.90244335
10648,92369698.3286688
10649,92369678.76826456
10650,92369659.22122143
10651,92369639.68753019
10652,92369620.16718194
10653,92369600.66016737
10654,92369581.16647747
10655,92369561.68610309
10656,92369542.21903524
10657,92369522.76526463
10658,92369503.32478234
10659,92369483.8975793
10660,92369464.48364632
10661,92369445.08297445
10662,92369425.69555452
10663,92369406.32137762
10664,92369386.9604346
10665,92369367.61271645
10666,92369348.27821411
10667,92369328.95691857
10668,92369309.64882089
10669,92369290.35391188
10670,92369271.07218267
10671,92369251.80362424
10672,92369232.54822756
10673,92369213.30598366
10674,92369194.07688352
10675,92369174.86091824
10676,92369155.65807872
10677,92369136.46835613
10678,92369117.29174142
10679,92369098.12822568
10680,92369078.97779997
10681,92369059.84045526
10682,92369040.71618283
10683,92369021.60497344
10684,92369002.50681837
10685,92368983.42170878
10686,92368964.34963556
10687,92368945.29058991
10688,92368926.24456288
10689,92368907.21154566
10690,92368888.19152923
10691,92368869.1845048
10692,92368850.19046351
10693,92368831.20939648
10694,92368812.24129488
10695,92368793.28614973
10696,92368774.34395231
10697,92368755.4146937
10698,92368736.49836513
10699,92368717.5949577
10700,92368698.70446257
10701,92368679.82687093
10702,92368660.96217406
10703,92368642.11036307
10704,92368623.27142921
10705,92368604.44536366
10706,92368585.63215753
10707,92368566.83180214
10708,92368548.04428878
10709,92368529.26960854
10710,92368510.50775269
10711,92368491.75871255
10712,92368473.0224792
10713,92368454.29904412
10714,92368435.5883984
10715,92368416.89053328
10716,92368398.2054402
10717,92368379.5331103
10718,92368360.87353489
10719,92368342.22670525
10720,92368323.59261276
10721,92368304.97124858
10722,92368286.36260407
10723,92368267.76667058
10724,92368249.18343936
10725,92368230.61290188
10726,92368212.05504926
10727,92368193.50987297
10728,92368174.97736435
10729,92368156.4575147
10730,92368137.95031543
10731,92368119.45575783
10732,92368100.9738333
10733,92368082.50453319
10734,92368064.04784892
10735,92368045.60377176
10736,92368027.17229329
10737,92368008.75340475
10738,92367990.34709767
10739,92367971.9533633
10740,92367953.57219309
10741,92367935.20357855
10742,92367916.84751102
10743,92367898.503982
10744,92367880.17298283
10745,92367861.85450502
10746,92367843.54853995
10747,92367825.25507921
10748,92367806.9741142
10749,92367788.70563623
10750,92367770.44963703
10751,92367752.2061079
10752,92367733.9750403
10753,92367715.75642584
10754,92367697.550256
10755,92367679.35652223
10756,92367661.17521597
10757,92367643.00632878
10758,92367624.8498523
10759,92367606.70577788
10760,92367588.57409719
10761,92367570.45480163
10762,92367552.34788279
10763,92367534.25333236
10764,92367516.17114161
10765,92367498.10130231
10766,92367480.04380596
10767,92367461.99864416
10768,92367443.96580847
10769,92367425.94529037
10770,92367407.93708166
10771,92367389.94117376
10772,92367371.95755824
10773,92367353.98622686
10774,92367336.02717112
10775,92367318.0803826
10776,92367300.14585306
10777,92367282.22357403
10778,92367264.31353721
10779,92367246.41573413
10780,92367228.5301565
10781,92367210.65679587
10782,92367192.79564413
10783,92367174.94669276
10784,92367157.10993338
10785,92367139.28535785
10786,92367121.47295766
10787,92367103.67272456
10788,92367085.88465035
10789,92367068.10872656
10790,92367050.34494501
10791,92367032.59329735
10792,92367014.85377531
10793,92366997.12637052
10794,92366979.41107474
10795,92366961.70787986
10796,92366944.01677746
10797,92366926.33775926
10798,92366908.67081706
10799,92366891.01594268
10800,92366873.37312774
10801,92366855.74236403
10802,92366838.12364344
10803,92366820.51695763
10804,92366802.92229837
10805,92366785.33965759
10806,92366767.76902692
10807,92366750.21039812
10808,92366732.6637631
10809,92366715.12911375
10810,92366697.60644178
10811,92366680.09573893
10812,92366662.59699714
10813,92366645.11020826
10814,92366627.63536398
10815,92366610.17245622
10816,92366592.72147688
10817,92366575.28241782
10818,92366557.85527077
10819,92366540.44002771
10820,92366523.03668046
10821,92366505.64522083
10822,92366488.26564088
10823,92366470.89793241
10824,92366453.54208714
10825,92366436.19809726
10826,92366418.86595446
10827,92366401.54565077
10828,92366384.23717798
10829,92366366.94052812
10830,92366349.65569307
10831,92366332.38266474
10832,92366315.1214351
10833,92366297.87199607
10834,92366280.63433959
10835,92366263.40845768
10836,92366246.19434221
10837,92366228.99198513
10838,92366211.80137852
10839,92366194.6225143
10840,92366177.45538437
10841,92366160.29998079
10842,92366143.1562956
10843,92366126.02432069
10844,92366108.90404807
10845,92366091.79546988
10846,92366074.69857791
10847,92366057.6133644
10848,92366040.53982124
10849,92366023.47794048
10850,92366006.42771426
10851,92365989.38913447
10852,92365972.36219321
10853,92365955.3468825
10854,92365938.34319444
10855,92365921.35112113
10856,92365904.37065455
10857,92365887.4017868
10858,92365870.44450994
10859,92365853.49881615
10860,92365836.56469736
10861,92365819.64214581
10862,92365802.73115352
10863,92365785.83171254
10864,92365768.94381517
10865,92365752.06745334
10866,92365735.20261924
10867,92365718.34930503
10868,92365701.50750278
10869,92365684.67720456
10870,92365667.85840271
10871,92365651.05108923
10872,92365634.25525631
10873,92365617.47089614
10874,92365600.69800082
10875,92365583.9365626
10876,92365567.18657355
10877,92365550.44802591
10878,92365533.72091188
10879,92365517.00522359
10880,92365500.30095336
10881,92365483.60809319
10882,92365466.9266355
10883,92365450.2565724
10884,92365433.59789605
10885,92365416.95059872
10886,92365400.31467271
10887,92365383.69011015
10888,92365367.07690333
10889,92365350.47504449
10890,92365333.88452587
10891,92365317.30533972
10892,92365300.73747838
10893,92365284.18093388
10894,92365267.63569877
10895,92365251.1017652
10896,92365234.57912539
10897,92365218.06777172
10898,92365201.56769642
10899,92365185.07889187
10900,92365168.60135031
10901,92365152.13506407
10902,92365135.68002543
10903,92365119.23622666
10904,92365102.80366024
10905,92365086.38231832
10906,92365069.97219338
10907,92365053.5732776
10908,92365037.1855635
10909,92365020.80904339
10910,92365004.44370952
10911,92364988.08955428
10912,92364971.74657014
10913,92364955.41474928
10914,92364939.0940842
10915,92364922.78456736
10916,92364906.486191
10917,92364890.19894756
10918,92364873.92282948
10919,92364857.65782908
10920,92364841.40393881
10921,92364825.16115108
10922,92364808.92945828
10923,92364792.70885284
10924,92364776.49932727
10925,92364760.30087386
10926,92364744.11348514
10927,92364727.93715355
10928,92364711.77187152
10929,92364695.61763139
10930,92364679.4744259
10931,92364663.3422472
10932,92364647.22108793
10933,92364631.11094059
10934,92364615.01179756
10935,92364598.92365135
10936,92364582.84649445
10937,92364566.78031933
10938,92364550.72511867
10939,92364534.68088469
10940,92364518.6476101
10941,92364502.62528731
10942,92364486.61390887
10943,92364470.6134673
10944,92364454.62395522
10945,92364438.64536501
10946,92364422.67768933
10947,92364406.72092068
10948,92364390.77505156
10949,92364374.84007464
10950,92364358.9159824
10951,92364343.00276735
10952,92364327.10042222
10953,92364311.20893951
10954,92364295.32831171
10955,92364279.45853147
10956,92364263.59959146
10957,92364247.75148413
10958,92364231.91420224
10959,92364216.08773828
10960,92364200.27208488
10961,92364184.46723467
10962,92364168.67318027
10963,92364152.88991429
10964,92364137.11742944
10965,92364121.35571824
10966,92364105.60477339
10967,92364089.8645875
10968,92364074.13515325
10969,92364058.41646327
10970,92364042.70851038
10971,92364027.01128702
10972,92364011.32478595
10973,92363995.64899984
10974,92363979.98392141
10975,92363964.32954335
10976,92363948.68585822
10977,92363933.05285886
10978,92363917.43053791
10979,92363901.81888811
10980,92363886.21790215
10981,92363870.6275727
10982,92363855.04789254
10983,92363839.47885443
10984,92363823.9204511
10985,92363808.37267512
10986,92363792.83551945
10987,92363777.30897664
10988,92363761.79303958
10989,92363746.28770097
10990,92363730.79295357
10991,92363715.30879025
10992,92363699.83520353
10993,92363684.37218644
10994,92363668.91973168
10995,92363653.47783205
10996,92363638.04648021
10997,92363622.62566909
10998,92363607.21539143
10999,92363591.8156401
11000,92363576.42640786
11001,92363561.0476875
11002,92363545.67947187
11003,92363530.3217539
11004,92363514.97452629
11005,92363499.63778175
11006,92363484.31151345
11007,92363468.99571393
11008,92363453.69037622
11009,92363438.3954931
11010,92363423.1110575
11011,92363407.8370622
11012,92363392.57350008
11013,92363377.32036403
11014,92363362.077647
11015,92363346.84534167
11016,92363331.62344119
11017,92363316.41193828
11018,92363301.21082582
11019,92363286.02009681
11020,92363270.83974412
11021,92363255.66976066
11022,92363240.51013939
11023,92363225.36087319
11024,92363210.22195494
11025,92363195.09337766
11026,92363179.9751343
11027,92363164.86721767
11028,92363149.76962079
11029,92363134.68233661
11030,92363119.60535815
11031,92363104.5386783
11032,92363089.48229001
11033,92363074.43618631
11034,92363059.40036015
11035,92363044.37480445
11036,92363029.35951234
11037,92363014.35447656
11038,92362999.35969037
11039,92362984.37514667
11040,92362969.40083838
11041,92362954.43675862
11042,92362939.48290037
11043,92362924.53925662
11044,92362909.60582046
11045,92362894.6825849
11046,92362879.76954286
11047,92362864.86668754
11048,92362849.97401181
11049,92362835.09150885
11050,92362820.21917166
11051,92362805.35699335
11052,92362790.50496694
11053,92362775.66308545
11054,92362760.83134201
11055,92362746.00972965
11056,92362731.19824159
11057,92362716.39687072
11058,92362701.60561016
11059,92362686.82445316
11060,92362672.05339271
11061,92362657.29242185
11062,92362642.54153383
11063,92362627.8007216
11064,92362613.06997848
11065,92362598.34929737
11066,92362583.63867155
11067,92362568.93809414
11068,92362554.24755824
11069,92362539.56705694
11070,92362524.89658344
11071,92362510.23613095
11072,92362495.58569255
11073,92362480.94526137
11074,92362466.31483069
11075,92362451.69439359
11076,92362437.0839433
11077,92362422.48347287
11078,92362407.89297557
11079,92362393.31244467
11080,92362378.74187323
11081,92362364.18125452
11082,92362349.63058177
11083,92362335.08984801
11084,92362320.5590467
11085,92362306.03817093
11086,92362291.52721387
11087,92362277.02616881
11088,92362262.53502898
11089,92362248.05378766
11090,92362233.58243795
11091,92362219.12097318
11092,92362204.66938664
11093,92362190.22767152
11094,92362175.79582107
11095,92362161.37382863
11096,92362146.96168737
11097,92362132.55939059
11098,92362118.16693155
11099,92362103.78430365
11100,92362089.41150004
11101,92362075.04851405
11102,92362060.695339
11103,92362046.35196811
11104,92362032.01839474
11105,92362017.69461226
11106,92362003.38061385
11107,92361989.07639293
11108,92361974.78194274
11109,92361960.49725671
11110,92361946.2223281
11111,92361931.95715019
11112,92361917.70171651
11113,92361903.4560202
11114,92361889.22005472
11115,92361874.99381338
11116,92361860.77728951
11117,92361846.57047658
11118,92361832.37336777
11119,92361818.18595672
11120,92361804.00823659
11121,92361789.84020083
11122,92361775.68184285
11123,92361761.53315587
11124,92361747.39413358
11125,92361733.26476917
11126,92361719.14505614
11127,92361705.0349878
11128,92361690.9345576
11129,92361676.84375905
11130,92361662.76258543
11131,92361648.69103025
11132,92361634.62908688
11133,92361620.57674886
11134,92361606.53400947
11135,92361592.50086232
11136,92361578.47730078
11137,92361564.46331827
11138,92361550.45890833
11139,92361536.46406434
11140,92361522.47877978
11141,92361508.5030482
11142,92361494.53686291
11143,92361480.58021764
11144,92361466.63310564
11145,92361452.69552052
11146,92361438.76745564
11147,92361424.84890473
11148,92361410.9398611
11149,92361397.04031827
11150,92361383.15026982
11151,92361369.26970924
11152,92361355.39863008
11153,92361341.53702575
11154,92361327.68488994
11155,92361313.84221604
11156,92361300.00899765
11157,92361286.18522835
11158,92361272.37090164
11159,92361258.56601106
11160,92361244.77055018
11161,92361230.9845125
11162,92361217.2078917
11163,92361203.44068126
11164,92361189.68287481
11165,92361175.93446594
11166,92361162.19544807
11167,92361148.46581496
11168,92361134.74556015
11169,92361121.03467727
11170,92361107.3331598
11171,92361093.6410014
11172,92361079.95819575
11173,92361066.2847364
11174,92361052.620617
11175,92361038.9658311
11176,92361025.32037236
11177,92361011.6842344
11178,92360998.05741093
11179,92360984.43989548
11180,92360970.83168177
11181,92360957.23276335
11182,92360943.64313397
11183,92360930.0627873
11184,92360916.49171689
11185,92360902.92991652
11186,92360889.37737972
11187,92360875.83410026
11188,92360862.3000718
11189,92360848.7752881
11190,92360835.25974263
11191,92360821.75342938
11192,92360808.25634173
11193,92360794.76847358
11194,92360781.2898186
11195,92360767.82037047
11196,92360754.36012298
11197,92360740.9090696
11198,92360727.46720429
11199,92360714.03452079
11200,92360700.61101265
11201,92360687.19667374
11202,92360673.79149778
11203,92360660.39547846
11204,92360647.00860953
11205,92360633.63088477
11206,92360620.26229791
11207,92360606.90284276
11208,92360593.55251306
11209,92360580.21130247
11210,92360566.87920493
11211,92360553.55621415
11212,92360540.24232382
11213,92360526.93752787
11214,92360513.64181997
11215,92360500.35519399
11216,92360487.07764368
11217,92360473.80916287
11218,92360460.54974534
11219,92360447.29938488
11220,92360434.05807543
11221,92360420.82581069
11222,92360407.60258447
11223,92360394.38839062
11224,92360381.183223
11225,92360367.98707543
11226,92360354.79994172
11227,92360341.62181583
11228,92360328.45269139
11229,92360315.2925624
11230,92360302.1414227
11231,92360288.99926616
11232,92360275.86608666
11233,92360262.74187794
11234,92360249.62663408
11235,92360236.5203487
11236,92360223.42301597
11237,92360210.33462954
11238,92360197.25518346
11239,92360184.18467143
11240,92360171.12308754
11241,92360158.0704256
11242,92360145.0266796
11243,92360131.9918433
11244,92360118.96591073
11245,92360105.94887577
11246,92360092.94073227
11247,92360079.94147435
11248,92360066.95109582
11249,92360053.96959053
11250,92360040.99695256
11251,92360028.03317587
11252,92360015.07825424
11253,92360002.13218175
