epoch,cost
624,2708020834.475225
625,2708020834.4752254
626,2708020834.475225
627,2708020834.4752254
628,2708020834.475225
629,2708020834.4752254
630,2708020834.475225
631,2708020834.4752254
632,2708020834.475225
633,2708020834.4752254
634,2708020834.475225
635,2708020834.4752254
636,2708020834.475225
637,2708020834.4752254
638,2708020834.475225
639,2708020834.4752254
640,2708020834.475225
641,2708020834.4752254
642,2708020834.475225
643,2708020834.4752254
644,2708020834.475225
645,2708020834.4752254
646,2708020834.475225
647,2708020834.4752254
648,2708020834.475225
649,2708020834.4752254
650,2708020834.475225
651,2708020834.4752254
652,2708020834.475225
653,2708020834.4752254
654,2708020834.475225
655,2708020834.4752254
656,2708020834.475225
657,2708020834.4752254
658,2708020834.475225
659,2708020834.4752254
660,2708020834.475225
661,2708020834.4752254
662,2708020834.475225
663,2708020834.4752254
664,2708020834.475225
665,2708020834.4752254
666,2708020834.475225
667,2708020834.4752254
668,2708020834.475225
669,2708020834.4752254
670,2708020834.475225
671,2708020834.4752254
672,2708020834.475225
673,2708020834.4752254
674,2708020834.475225
675,2708020834.4752254
676,2708020834.475225
677,2708020834.4752254
678,2708020834.475225
679,2708020834.4752254
680,2708020834.475225
681,2708020834.4752254
682,2708020834.475225
683,2708020834.4752254
684,2708020834.475225
685,2708020834.4752254
686,2708020834.475225
687,2708020834.4752254
688,2708020834.475225
689,2708020834.4752254
690,2708020834.475225
691,2708020834.4752254
692,2708020834.475225
693,2708020834.4752254
694,2708020834.475225
695,2708020834.4752254
696,2708020834.475225
697,2708020834.4752254
698,2708020834.475225
699,2708020834.4752254
700,2708020834.475225
701,2708020834.4752254
702,2708020834.475225
703,2708020834.4752254
704,2708020834.475225
705,2708020834.4752254
706,2708020834.475225
707,2708020834.4752254
708,2708020834.475225
709,2708020834.4752254
710,2708020834.475225
711,2708020834.4752254
712,2708020834.475225
713,2708020834.4752254
714,2708020834.475225
715,2708020834.4752254
716,2708020834.475225
717,2708020834.4752254
718,2708020834.475225
719,2708020834.4752254
720,2708020834.475225
721,2708020834.4752254
722,2708020834.475225
723,2708020834.4752254
724,2708020834.475225
725,2708020834.4752254
726,2708020834.475225
727,2708020834.4752254
728,2708020834.475225
729,2708020834.4752254
730,2708020834.475225
731,2708020834.4752254
732,2708020834.475225
733,2708020834.4752254
734,2708020834.475225
735,2708020834.4752254
736,2708020834.475225
737,2708020834.4752254
738,2708020834.475225
739,2708020834.4752254
740,2708020834.475225
741,2708020834.4752254
742,2708020834.475225
743,2708020834.4752254
744,2708020834.475225
745,2708020834.4752254
746,2708020834.475225
747,2708020834.4752254
748,2708020834.475225
749,2708020834.4752254
750,2708020834.475225
751,2708020834.4752254
752,2708020834.475225
753,2708020834.4752254
754,2708020834.475225
755,2708020834.4752254
756,2708020834.475225
757,2708020834.4752254
758,2708020834.475225
759,2708020834.4752254
760,2708020834.475225
761,2708020834.4752254
762,2708020834.475225
763,2708020834.4752254
764,2708020834.475225
765,2708020834.4752254
766,2708020834.475225
767,2708020834.4752254
768,2708020834.475225
769,2708020834.4752254
770,2708020834.475225
771,2708020834.4752254
772,2708020834.475225
773,2708020834.4752254
774,2708020834.475225
775,2708020834.4752254
776,2708020834.475225
777,2708020834.4752254
778,2708020834.475225
779,2708020834.4752254
780,2708020834.475225
781,2708020834.4752254
782,2708020834.475225
783,2708020834.4752254
784,2708020834.475225
785,2708020834.4752254
786,2708020834.475225
787,2708020834.4752254
788,2708020834.475225
789,2708020834.4752254
790,2708020834.475225
791,2708020834.4752254
792,2708020834.475225
793,2708020834.4752254
794,2708020834.475225
795,2708020834.4752254
796,2708020834.475225
797,2708020834.4752254
798,2708020834.475225
799,2708020834.4752254
800,2708020834.475225
801,2708020834.4752254
802,2708020834.475225
803,2708020834.4752254
804,2708020834.475225
805,2708020834.4752254
806,2708020834.475225
807,2708020834.4752254
808,2708020834.475225
809,2708020834.4752254
810,2708020834.475225
811,2708020834.4752254
812,2708020834.475225
813,2708020834.4752254
814,2708020834.475225
815,2708020834.4752254
816,2708020834.475225
817,2708020834.4752254
818,2708020834.475225
819,2708020834.4752254
820,2708020834.475225
821,2708020834.4752254
822,2708020834.475225
823,2708020834.4752254
824,2708020834.475225
825,2708020834.4752254
826,2708020834.475225
827,2708020834.4752254
828,2708020834.475225
829,2708020834.4752254
830,2708020834.475225
831,2708020834.4752254
832,2708020834.475225
833,2708020834.4752254
834,2708020834.475225
835,2708020834.4752254
836,2708020834.475225
837,2708020834.4752254
838,2708020834.475225
839,2708020834.4752254
840,2708020834.475225
841,2708020834.4752254
842,2708020834.475225
843,2708020834.4752254
844,2708020834.475225
845,2708020834.4752254
846,2708020834.475225
847,2708020834.4752254
848,2708020834.475225
849,2708020834.4752254
850,2708020834.475225
851,2708020834.4752254
852,2708020834.475225
853,2708020834.4752254
854,2708020834.475225
855,2708020834.4752254
856,2708020834.475225
857,2708020834.4752254
858,2708020834.475225
859,2708020834.4752254
860,2708020834.475225
861,2708020834.4752254
862,2708020834.475225
863,2708020834.4752254
864,2708020834.475225
865,2708020834.4752254
866,2708020834.475225
867,2708020834.4752254
868,2708020834.475225
869,2708020834.4752254
870,2708020834.475225
871,2708020834.4752254
872,2708020834.475225
873,2708020834.4752254
874,2708020834.475225
875,2708020834.4752254
876,2708020834.475225
877,2708020834.4752254
878,2708020834.475225
879,2708020834.4752254
880,2708020834.475225
881,2708020834.4752254
882,2708020834.475225
883,2708020834.4752254
884,2708020834.475225
885,2708020834.4752254
886,2708020834.475225
887,2708020834.4752254
888,2708020834.475225
889,2708020834.4752254
890,2708020834.475225
891,2708020834.4752254
892,2708020834.475225
893,2708020834.4752254
894,2708020834.475225
895,2708020834.4752254
896,2708020834.475225
897,2708020834.4752254
898,2708020834.475225
899,2708020834.4752254
900,2708020834.475225
901,2708020834.4752254
902,2708020834.475225
903,2708020834.4752254
904,2708020834.475225
905,2708020834.4752254
906,2708020834.475225
907,2708020834.4752254
908,2708020834.475225
909,2708020834.4752254
910,2708020834.475225
911,2708020834.4752254
912,2708020834.475225
913,2708020834.4752254
914,2708020834.475225
915,2708020834.4752254
916,2708020834.475225
917,2708020834.4752254
918,2708020834.475225
919,2708020834.4752254
920,2708020834.475225
921,2708020834.4752254
922,2708020834.475225
923,2708020834.4752254
924,2708020834.475225
925,2708020834.4752254
926,2708020834.475225
927,2708020834.4752254
928,2708020834.475225
929,2708020834.4752254
930,2708020834.475225
931,2708020834.4752254
932,2708020834.475225
933,2708020834.4752254
934,2708020834.475225
935,2708020834.4752254
936,2708020834.475225
937,2708020834.4752254
938,2708020834.475225
939,2708020834.4752254
940,2708020834.475225
941,2708020834.4752254
942,2708020834.475225
943,2708020834.4752254
944,2708020834.475225
945,2708020834.4752254
946,2708020834.475225
947,2708020834.4752254
948,2708020834.475225
949,2708020834.4752254
950,2708020834.475225
951,2708020834.4752254
952,2708020834.475225
953,2708020834.4752254
954,2708020834.475225
955,2708020834.4752254
956,2708020834.475225
957,2708020834.4752254
958,2708020834.475225
959,2708020834.4752254
960,2708020834.475225
961,2708020834.4752254
962,2708020834.475225
963,2708020834.4752254
964,2708020834.475225
965,2708020834.4752254
966,2708020834.475225
967,2708020834.4752254
968,2708020834.475225
969,2708020834.4752254
970,2708020834.475225
971,2708020834.4752254
972,2708020834.475225
973,2708020834.4752254
974,2708020834.475225
975,2708020834.4752254
976,2708020834.475225
977,2708020834.4752254
978,2708020834.475225
979,2708020834.4752254
980,2708020834.475225
981,2708020834.4752254
982,2708020834.475225
983,2708020834.4752254
984,2708020834.475225
985,2708020834.4752254
986,2708020834.475225
987,2708020834.4752254
988,2708020834.475225
989,2708020834.4752254
990,2708020834.475225
991,2708020834.4752254
992,2708020834.475225
993,2708020834.4752254
994,2708020834.475225
995,2708020834.4752254
996,2708020834.475225
997,2708020834.4752254
998,2708020834.475225
999,2708020834.4752254
1000,2708020834.475225
